school_code,region_code,full_name,address,longitude,latitude,provider,connection_type,contract_down_mbps,contract_up_mbps
VKO-ZAI-020,ZAI,КГУ «Основная средняя школа Мужыксу»,"с. Кокжыра, МУКЫША КУШИКОВА 26",84.938296,47.658438,Провайдер В,satellite,10,2
VKO-ZAI-021,ZAI,"КГУ ""Малокомплектная основная средняя школа имени А.Орманбетова""","с. Куаныш, 5-Условный 1",84.959691,47.676278,Провайдер В,satellite,10,2
VKO-ZAI-022,ZAI,КГУ «Малокомплектная основная средняя школа Саржыра»,"с. Сарыжыра, Елубая Какашулы 52",84.892842,47.602301,Провайдер В,satellite,10,2
VKO-ZAI-023,ZAI,КГУ «Средняя школа Сарытерек»,"с. Сарытерек, Шокея Сакибаева 1А",85.163956,47.502276,Провайдер Б,adsl,20,1
VKO-ZAI-024,ZAI,КГУ «Малокомплектная основная средняя школа Тасбастау»,"с. Тасбастау, Коныр Мажитулы 9",84.556010,47.221246,Провайдер В,satellite,10,2
VKO-ZAI-025,ZAI,КГУ «Средняя школа Казахстан»,"с. Улкен Каратал, Маутена Калимолдина 152",85.240684,47.625225,Провайдер Б,adsl,20,1
VKO-ZAI-026,ZAI,"КГУ ""Малокомплектная начальная школа им. С.Бикадамова""","с. Шалкар, Әлкен Байботанов 16",85.119778,47.597672,Провайдер В,satellite,10,2
VKO-ZAI-027,ZAI,КГУ «Средняя школа Шиликты»,"с. Шиликты, Калым Кунафияулы 1",84.530647,47.171131,Провайдер Б,adsl,20,1
VKO-ZAI-028,ZAI,"КГУ ""Комплекс-школа детский сад имени Майлина""","с. Шолакорда, 2 Микрорайон 35",84.446947,47.549773,Провайдер В,satellite,10,2
VKO-KAT-001,KAT,"КГУ ""Аккайнарская СШ""","с. Аккайнар, Алтынсарина 1",85.879151,49.228157,Провайдер В,satellite,10,2
VKO-KAT-002,KAT,"КГУ ""Аксуская СШ""","с. Аксу, Тауелсиздик 43/2",85.416166,49.364562,Провайдер В,satellite,10,2
VKO-KAT-003,KAT,"КГУ ""Арчатинская СШ""","с. Аршаты, Мектеп 19",86.571070,49.287955,Провайдер В,satellite,10,2
VKO-KAT-004,KAT,"КГУ ""Барлыкская средняя школа""","с. Барлык, (Советская) Абая (79) 27",85.167388,49.335883,Провайдер В,satellite,10,2
VKO-KAT-005,KAT,"КГУ ""Белкарагайская СШ им.Оралхана Бокея""","с. Белкарагай, Бейбитшилик 43",85.296810,49.188045,Провайдер В,satellite,10,2
VKO-KAT-006,KAT,"КГУ ""Берельская средняя школа""","с. Берель, Актан 7",86.432101,49.372791,Провайдер В,satellite,10,2
VKO-KAT-007,KAT,"КГУ ""Енбекская СШ имени СадыкаТукибаева""","с. Енбек, Садыка Тукебаева 26",86.130465,49.192149,Провайдер В,satellite,10,2
VKO-KAT-008,KAT,"КГУ ""Язовинская начальная школа""","с. Жазаба, Орталық 2",85.274860,49.453032,Провайдер В,satellite,10,2
VKO-KAT-009,KAT,"КГУ ""Жамбылская средняя школа""","с. Жамбыл, Жастар 48",86.310241,49.239555,Провайдер В,satellite,10,2
VKO-KAT-010,KAT,"КГУ ""Жана- Ульгинская ОСШ""","с. Жана-Ульга, Тайсаринова 100",85.772227,49.177428,Провайдер В,satellite,10,2
VKO-KAT-011,KAT,"КГУ ""Кабыргинская основная средняя школа""","с. Кабырга, Бирлик 44",85.705426,49.161408,Провайдер В,satellite,10,2
VKO-KAT-012,KAT,"КГУ ""Каиндинская ОСШ""","с. Кайынды, - 1909",86.196050,49.224072,Провайдер В,satellite,10,2
VKO-KAT-013,KAT,"КГУ ""СШ имени Сейткамзы Ластаева""","с. Катон-Карагай, С.Торайгырова 7",85.595514,49.175288,Провайдер А,fiber,50,50
VKO-KAT-014,KAT,КГУ «СШ имени Рыкова»,"с. Катон-Карагай, Б.Момышұлы 7",85.600466,49.172648,Провайдер Б,adsl,20,1
VKO-KAT-015,KAT,"КГУ ""Коробихинская СШ""","с. Коробиха, Кольцевая 16",85.057849,49.463310,Провайдер В,satellite,10,2
VKO-KAT-016,KAT,"КГУ ""Кызыл -Жулдызская основная средняя школа""","с. Кызылжулдыз, Кызыл- Жулдуз 5",86.006873,49.213497,Провайдер В,satellite,10,2
VKO-KAT-017,KAT,"КГУ ""Топкаинская СШ""","с. Топкаин, Есимхана 16",85.426457,49.191747,Провайдер В,satellite,10,2
VKO-KAT-018,KAT,"КГУ ""Урыльская СШ""","с. Урыль, Мерқазы Бекпау 3",86.340544,49.243395,Провайдер Б,adsl,20,1
VKO-KAT-019,KAT,"КГУ ""Ушбулакская НШ""","с. Ушбулак, Ушбулак 10",85.220629,49.396793,Провайдер В,satellite,10,2
VKO-KAT-020,KAT,"КГУ ""Шынгыстайская средняя школа им.Абдыкерима","с. Шынгыстай, Баекина 2",85.860571,49.183893,Провайдер Б,adsl,20,1
VKO-KAT-021,KAT,"КГУ ""Первомайская СШ""","с. Прибрежное, 3 14",85.853043,49.397803,Провайдер В,satellite,10,2
VKO-KUR-001,KUR,"КГУ ""Аксуатская ОСШ""","с. Аксуат, М.Егинбайулы 40",83.696808,48.221536,Провайдер В,satellite,10,2
VKO-KUR-002,KUR,"КГУ ""Акчийская ОСШ""","с. Акчий, Ақжал 4051",84.880706,48.605747,Провайдер В,satellite,10,2
VKO-KUR-003,KUR,"КГУ ""Алгабасская СШ""","с. Алгабас, Школьная 37а",83.651127,48.570013,Провайдер Б,adsl,20,1
VKO-KUR-004,KUR,"КГУ ""Монукойская ОСШ""","с. Аманат, Орталык 39",84.415174,47.999496,Провайдер В,satellite,10,2
VKO-KUR-005,KUR,"КГУ ""Барак батырская основная средняя школа""","с. Барак батыра, школьная №1",84.807500,48.453202,Провайдер В,satellite,10,2
VKO-KUR-006,KUR,"КГУ ""Бирликская ОСШ""","с. Бирлик, Төле би 6",83.823837,48.588051,Провайдер В,satellite,10,2
VKO-KUR-007,KUR,"КГУ ""Бурабайская СШ""","с. Бурабай, Улан 35",84.168695,48.663810,Провайдер В,satellite,10,2
VKO-KUR-008,KUR,"КГУ ""Жолнускауская ОСШ""","с. Жолнускау, Орталық 36",83.959032,48.132770,Провайдер В,satellite,10,2
VKO-KUR-009,KUR,"КГУ ""Кайындинская ОСШ""","с. Кайынды, Школьная 1",83.530548,48.848887,Провайдер В,satellite,10,2
VKO-KUR-010,KUR,"КГУ ""Каратогайская СШ""","с. Каратогай, МУКАНОВА 2",84.478009,48.393561,Провайдер В,satellite,10,2
VKO-KUR-011,KUR,"КГУ ""Койтасская основная средняя школа""","с. Койтас, Мектеп 13А",84.346376,48.679438,Провайдер В,satellite,10,2
VKO-KUR-012,KUR,"КГУ ""Куйганская средняя школа""","с. Куйган, Жакиянова 47",83.505814,48.672976,Провайдер В,satellite,10,2
VKO-KUR-013,KUR,"КГУ ""Курчумская СШ №1 имени Ю.А.Гагарина""","с. Курчум, Бауыржана Момышулы 103",83.651192,48.570074,Провайдер А,fiber,50,50
VKO-KUR-014,KUR,"КГУ ""Курчумская СШ №4 имени Н.Островского""","с. Курчум, Духовича 20",83.650416,48.570307,Провайдер А,fiber,50,50
VKO-KUR-015,KUR,"КГУ ""Курчумская СШ №5""","с. Курчум, Токаева 31",83.650276,48.567800,Провайдер Б,adsl,20,1
VKO-KUR-016,KUR,"КГУ ""Курчумская гимназия №3""","с. Курчум, Барак батыра 1А",83.647372,48.564442,Провайдер А,fiber,50,50
VKO-KUR-017,KUR,"КГУ ""Кыстау-Курчумская ОСШ""","с. Курчумкистауы, Орталык 46",84.515722,48.673966,Провайдер В,satellite,10,2
VKO-KUR-018,KUR,"КГУ ""Маралдинская средняя школа""","с. Маралды, Ш,Уалиханов 30",84.701354,48.772784,Провайдер В,satellite,10,2
VKO-KUR-019,KUR,"КГУ ""Сарыоленская СШ имени Шокана Уалиханова""","с. Сарыолен, Школьная 16",83.848655,48.571572,Провайдер Б,adsl,20,1
VKO-KUR-020,KUR,"КГУ ""Теректыбулакская СШ""","с. Теректыбулак, Профсоюзная 6",84.040039,48.666396,Провайдер В,satellite,10,2
VKO-KUR-021,KUR,"КГУ ""Ушбулакская ОСШ""","с. Ушбулак, Абая 56",84.954830,48.773460,Провайдер В,satellite,10,2
VKO-KUR-022,KUR,"КГУ ""Шанагатинская начальная школа""","с. Шаганатты, Шарип 46",83.655443,48.564970,Провайдер В,satellite,10,2
VKO-KUR-023,KUR,"КГУ ""Тоскаинская СШ""","с. Тоскаин, Кабинская 1А",84.206074,48.779035,Провайдер В,satellite,10,2
VKO-MAR-001,MAR,"КГУ ""Акбулакская основная средняя школа""","с. Акбулак, школа 2",85.004945,48.465960,Провайдер В,satellite,10,2
VKO-MAR-002,MAR,"КГУ ""Игиликская ОСШ""","с. Игилик, Атаусыз №16 61",84.729674,47.892258,Провайдер В,satellite,10,2
VKO-MAR-003,MAR,"КГУ ""Такырская ОСШ""","с. Такыр, Школьная 4",84.968701,48.148470,Провайдер В,satellite,10,2
VKO-MAR-004,MAR,"КГУ ""ОСШ имени Ж.Малдыбаева""","с. Шенгельды, Школьная 4324",84.635065,47.901441,Провайдер В,satellite,10,2
VKO-MAR-005,MAR,"КГУ ""Акжайлауская основная средняя школа""","с. Акжайлау, Атаусыз 2 80",85.963232,48.598411,Провайдер В,satellite,10,2
VKO-MAR-006,MAR,"КГУ ""Гимназия имени Кумаша Нургалиева""","с. Буран, К.Нургалиева 20",85.198508,48.003765,Провайдер Б,adsl,20,1
VKO-MAR-007,MAR,"Школа, с. Жанааул, Атаусыз 14 1","с. Жанааул, Атаусыз 14 1",85.199856,48.139956,Провайдер В,satellite,10,2
VKO-MAR-008,MAR,"КГУ ""Кайнарлинская основная средняя школа""","с. Кайнарлы, школьная 1",85.508343,48.438308,Провайдер В,satellite,10,2
VKO-MAR-009,MAR,"КГУ ""Калжырская СШ""","с. Калжыр, Нурмуханова 16",85.169363,48.136992,Провайдер Б,adsl,20,1
VKO-MAR-010,MAR,"КГУ ""Каройская СШ""","с. Караой, Мектеп 53",85.377455,48.385752,Провайдер В,satellite,10,2
VKO-MAR-011,MAR,"КГУ ""Карачиликская основная средняя школа""","с. Карашилик, Асанова 26",85.518385,48.208285,Провайдер В,satellite,10,2
VKO-MAR-012,MAR,"КГУ ""Маркакольская СШ №1""","с. Маркаколь, А.Крахмаля 53",85.732414,48.427751,Провайдер А,fiber,50,50
VKO-MAR-013,MAR,"КГУ ""Школа-интернат-колледж села Маркаколь""","с. Маркаколь, П.Журба 42",85.732824,48.432537,Провайдер Б,adsl,20,1
VKO-MAR-014,MAR,"КГУ ""Право-Усть Калжырская НШ""","с. Правый Усть-Кальжыр, БЕРЕГОВАЯ 27",85.174348,48.011304,Провайдер В,satellite,10,2
VKO-MAR-015,MAR,"КГУ ""Урунхайская ОСШ""","с. Урунхайка, Атаусыз №12 3529",86.026472,48.782723,Провайдер В,satellite,10,2
VKO-SAM-001,SAM,"КГУ «Комплекс ""Школа-детский сад села Аққала»","с. Аккала, Октябрьская 46А",82.978294,48.858021,Провайдер Б,adsl,20,1
VKO-SAM-002,SAM,"Школа, с. Бастауши, Абая 4","с. Бастауши, Абая 4",83.257617,48.877709,Провайдер Б,adsl,20,1
VKO-SAM-003,SAM,КГУ «Жанажольская начальная малокомплектная школа»,"с. Жанажол, Атамекен 15",83.037615,48.840644,Провайдер Б,radio,10,10
VKO-SAM-004,SAM,КГУ «Джумбинская основная школа»,"с. Жўмба, Школьная 24",82.803422,49.008825,Провайдер Б,radio,10,10
VKO-SAM-005,SAM,КГУ «Каракольская основная школа»,"с. Каракол, Коммунаров 2а",83.657906,49.364655,Провайдер Б,radio,10,10
VKO-SAM-006,SAM,"КГУ ""Караоткельская основная школа""","с. Караткуль, Кирова 12",83.118465,48.655592,Провайдер Б,radio,10,10
VKO-SAM-007,SAM,КГУ «Кокжутинская средняя школа»,"с. Кокжота, Жұбандық Болғанбаев көшесі 34",83.289268,48.833518,Провайдер Б,radio,10,10
VKO-SAM-008,SAM,"КГУ ""Амангельдинская средняя школа""","с. Кокжыра, Ыбырай Алтынсарин 6",83.384401,48.931676,Провайдер Б,radio,10,10
VKO-SAM-009,SAM,КГУ «Казнаковская средняя школа»,"с. Кулынжон, Шәкәрім 30",83.331601,48.882160,Провайдер Б,adsl,20,1
VKO-SAM-010,SAM,КГУ «Мариногорская средняя школа»,"с. Мариногорка, Абай 65",83.035812,48.944630,Провайдер Б,radio,10,10
VKO-SAM-011,SAM,КГУ «Миролюбовская средняя школа»,"с. Миролюбовка, Асламова 43",83.562321,49.026667,Провайдер Б,radio,10,10
VKO-SAM-012,SAM,"КГУ ""Основная школа имени Сергея Седнева""","с. Палатцы, Советская 15А",83.727557,49.143225,Провайдер Б,radio,10,10
VKO-SAM-013,SAM,КГУ «Основная школа имени Ивана Яроцкого»,"с. Подгорное, Фонова 2",83.803570,49.254826,Провайдер Б,radio,10,10
VKO-SAM-014,SAM,"КГУ ""Раздольненская основная школа""","с. Раздольное, Бейбітшілік 59А",83.511441,49.058286,Провайдер Б,radio,10,10
VKO-SAM-015,SAM,КГУ «Самарская начальная школа»,"с. Самарское, Асламова 18",83.368777,49.025113,Провайдер Б,radio,10,10
VKO-SAM-016,SAM,КГУ «Самарская средняя школа №1»,"с. Самарское, Мира 14",83.364429,49.017413,Провайдер А,fiber,50,50
VKO-SAM-017,SAM,КГУ «Самарская средняя школа-лицей имени Ж.Болганбаева»,"с. Самарское, Горохова 55",83.358711,49.026248,Провайдер А,fiber,50,50
VKO-SAM-018,SAM,КГУ «Сарыбельская средняя школа»,"с. Сарыбел, Алтынсарина 20",84.040823,49.106821,Провайдер Б,radio,10,10
VKO-SAM-019,SAM,КГУ «Пантелеймоновская основная школа»,"с. Шубаркайын, Достық 5",83.266000,49.155558,Провайдер Б,radio,10,10
VKO-TAR-001,TAR,"КГУ ""СШ имени Абая""","с. Акжар, Байжігіт 65",83.688859,47.589514,Провайдер А,fiber,50,50
VKO-TAR-002,TAR,"КГУ ""Школа-лицей имени К.Билялова""","с. Акжар, А.Мухамадиева 1",83.684036,47.581494,Провайдер Б,adsl,20,1
VKO-TAR-003,TAR,"КГУ ""СШ Акмектеп""","с. Акмектеп, АКМЕКТЕП 1 25",83.430802,47.848289,Провайдер В,satellite,10,2
VKO-TAR-004,TAR,"КГУ ""Комплекс школа-детский сад Асусай""","с. Асусай, М.Дулатова 1/1",83.753944,47.256118,Провайдер В,satellite,10,2
VKO-TAR-005,TAR,"КГУ ""Комплекс школа-детский сад имени Динмухамеда Конаева""","с. Ахметбулак, Даулетбай 53",84.189112,47.046148,Провайдер В,satellite,10,2
VKO-TAR-006,TAR,"КГУ ""СШ имени Г.Мусрепова""","с. Байтогас, Байтоғас 109",83.823611,47.883888,Провайдер В,satellite,10,2
VKO-TAR-007,TAR,"КГУ ""Комплекс школа-детский сад имени Даулетбая""","с. Даулетбай, А.Мухаметжанова 27",83.951330,47.339060,Провайдер В,satellite,10,2
VKO-TAR-008,TAR,"КГУ ""Комплекс школа-сад имени С.Кобеева""","с. Жаланаш, Н.Калиева 3",83.287402,47.326242,Провайдер В,satellite,10,2
VKO-TAR-009,TAR,"КГУ ""Комплекс школа-детский сад имени Жамбыла""","с. Жамбыл, Иманбекова 21",83.503810,47.560252,Провайдер В,satellite,10,2
VKO-TAR-010,TAR,"КГУ ""СШ имени Кабдена Акынова""","с. Жанаауыл, Кенжебаева 3",84.113473,47.220221,Провайдер Б,adsl,20,1
VKO-TAR-011,TAR,"КГУ ""Жаналыкская СШ имени С. Сейфуллина""","с. Жаналык, Курмангазы 1",83.805564,47.518743,Провайдер В,satellite,10,2
VKO-TAR-012,TAR,"КГУ ""Средняя школа Жанаталап""","с. Жанаталап, Қожахметов 1",84.050246,47.113615,Провайдер В,satellite,10,2
VKO-TAR-013,TAR,"КГУ ""Начальная школа ""Жангызтал""","с. Жангызтал, М.Ауэзова 2",83.606980,47.544790,Провайдер В,satellite,10,2
VKO-TAR-014,TAR,"КГУ ""Комплекс школа-детский сад Жетіарал""","с. Жетыарал, Жетыарал 19",83.733118,47.480048,Провайдер Б,adsl,20,1
VKO-TAR-015,TAR,"КГУ ""СШ имени К.Тогисова""","с. Кабанбай, К.Сатпаева 22",83.571050,47.868809,Провайдер Б,adsl,20,1
VKO-TAR-016,TAR,"КГУ ""ОШ имени С.Торайгырова""","с. Камысты, Ш.Уалиханова 39",83.664633,47.356276,Провайдер В,satellite,10,2
VKO-TAR-017,TAR,"КГУ ""НШ ""Карой""","с. Караой, Карой 1 15",83.052170,47.983600,Провайдер В,satellite,10,2
VKO-TAR-018,TAR,"КГУ ""СШ имени Касыма Кайсенова","с. Карасу, -С. Торайгырова -6",83.435899,47.742207,Провайдер Б,adsl,20,1
VKO-TAR-019,TAR,"КГУ ""СШ Куйган""","с. Куйган, С.Торайгырова 65",83.535225,47.451395,Провайдер Б,adsl,20,1
VKO-TAR-020,TAR,"КГУ ""СШ имени А.Байтурсынова""","с. Манырак, Даулетбая 20",83.863751,47.428408,Провайдер Б,adsl,20,1
VKO-TAR-021,TAR,"КГУ ""ОСШ имени Б.Момышулы""","с. Сарыолен, Кабанбай батыра 25",84.090321,47.281632,Провайдер В,satellite,10,2
VKO-TAR-022,TAR,"КГУ ""ОСШ имени Т.Токтарова""","с. Тауке, Толе би 6/1",83.522401,47.847856,Провайдер В,satellite,10,2
VKO-TAR-023,TAR,"КГУ ""Средняя школа имени Т.Рыскулова""","с. Тугыл, Советская 7",84.203623,47.729204,Провайдер А,fiber,50,50
VKO-TAR-024,TAR,"КГУ ""Средняя школа имени Ш.Уалиханова""","с. Тугыл, Алтынсарина 0",84.203528,47.729204,Провайдер А,fiber,50,50
VKO-TAR-025,TAR,"КГУ ""СШ имени Ы.Алтынсарина""","с. Шорга, Толе би 3А",83.566510,47.922059,Провайдер Б,adsl,20,1
VKO-ULA-001,ULA,"КГУ ""Канайская СШ""","с. Новая Канайка, Минай Даменұлы 1",82.102261,49.868579,Провайдер Б,radio,10,10
VKO-ULA-002,ULA,"КГУ ""Азовская средняя школа""","с. Ново-Азовое, Советская 20",81.722294,50.201283,Провайдер Б,radio,10,10
VKO-ULA-003,ULA,"КГУ ""СШ имени Базылбека Ахметова""","с. Ново-Одесское, Образцовая 46/1",82.311984,50.018491,Провайдер Б,adsl,20,1
VKO-ULA-004,ULA,"Школа, с. Айыртау, Т.Сембаева 19","с. Айыртау, Т.Сембаева 19",82.264992,49.836244,Провайдер Б,adsl,20,1
VKO-ULA-005,ULA,"КГУ ""СШ имени Какена Аханова""","с. Алгабас, Орталык 51",82.546127,49.458697,Провайдер Б,radio,10,10
VKO-ULA-006,ULA,"КГУ ""СШ имени Абая""","с. Алмасай, Кабанбай Батыр 1",82.444281,49.793765,Провайдер Б,adsl,20,1
VKO-ULA-007,ULA,"КГУ ""Асубулакская средняя школа""","с. Асубулак, Мира 46",82.997574,49.541394,Провайдер Б,adsl,20,1
VKO-ULA-008,ULA,"КГУ ""ОШ имени Амангельды""","с. Баяш Утепов, Сібе 61",82.506980,49.676740,Провайдер Б,radio,10,10
VKO-ULA-009,ULA,"КГУ ""Бестерекская средняя школа""","с. Бестерек, - 19/1",82.682689,49.641702,Провайдер Б,radio,10,10
VKO-ULA-010,ULA,"КГУ ""Средняя школа Бозанбай""","с. Бозанбай, С.Муканова 1Б",82.414604,49.530995,Провайдер Б,adsl,20,1
VKO-ULA-011,ULA,"КГУ ""ОШ имени М.Таенова""","с. Верхние Таинты, Бекбосынова 25",83.054242,49.404013,Провайдер Б,radio,10,10
VKO-ULA-012,ULA,"КГУ ""СШ имени Мухтара Ауэзова""","с. Восточное, Школьная 2",82.194563,50.132506,Провайдер Б,radio,10,10
VKO-ULA-013,ULA,"КГУ ""Гагаринская СШ""","с. Гагарино, Школьная 15",81.847988,50.145546,Провайдер Б,radio,10,10
VKO-ULA-014,ULA,"КГУ ""Герасимовская средняя школа""","с. Герасимовка, А.Я.Гутова 30А",82.518245,49.707151,Провайдер Б,adsl,20,1
VKO-ULA-015,ULA,"КГУ ""Школа-детский сад имени Т.Тохтарова""","с. Донское, Победы 15",82.259000,50.083342,Провайдер Б,adsl,20,1
VKO-ULA-016,ULA,"КГУ ""ОШ имени Ш.Башикова""","с. Жанузак, Достық 18",82.174470,49.685960,Провайдер Б,radio,10,10
VKO-ULA-017,ULA,"КГУ ""СШ имени К. Кайсенова""","с. Изгутты Айтыков, Варепа 24/1",82.717616,49.576306,Провайдер Б,radio,10,10
VKO-ULA-018,ULA,"КГУ ""Каменская СШ""","с. Каменка, Центральная 1",81.876798,49.925300,Провайдер Б,radio,10,10
VKO-ULA-019,ULA,"КГУ ""Средняя школа имени Р.Марсекова""","с. Касыма Кайсенова, Жалын 1/1",82.491484,49.877838,Провайдер А,fiber,50,50
VKO-ULA-020,ULA,"КГУ ""Средняя школа поселка Касыма Кайсенова""","с. Касыма Кайсенова, Квартал 4-ой очереди строительства 1942",82.490280,49.875958,Провайдер А,fiber,50,50
VKO-ULA-021,ULA,"КГУ ""СШ имени М. Ломоносова""","с. Мамай батыра, Ленина 48",82.610204,49.762115,Провайдер Б,adsl,20,1
VKO-ULA-022,ULA,"КГУ ""Основная школа имени Акжолова""","с. Манат, нет названия 19",83.176790,49.378685,Провайдер Б,radio,10,10
VKO-ULA-023,ULA,"КГУ ""Средняя школа имени Н.Лут""","с. Митрофановка, Е.Токпанова 14/1",81.651037,50.120692,Провайдер Б,radio,10,10
VKO-ULA-024,ULA,"КГУ ""ОШ имени Сейфуллина""","с. Огневка, К.Сатпаева 1",83.017480,49.682472,Провайдер Б,radio,10,10
VKO-ULA-025,ULA,"КГУ ""Привольненская средняя школа","с. Привольное, М.Кожанова 1/1",81.552126,50.108290,Провайдер Б,adsl,20,1
VKO-ULA-026,ULA,"КГУ ""Пролетарская основная школа""","с. Пролетарка, Центральная 33",82.061060,50.070853,Провайдер Б,radio,10,10
VKO-ULA-027,ULA,"КГУ ""СШ имени А.С. Пушкина""","с. Сагыр, Абылайхана 70",82.660881,49.719482,Провайдер Б,adsl,20,1
VKO-ULA-028,ULA,"КГУ ""Таврическая СШ""","с. Таврическое, Песчаная 60/1",82.046480,50.170934,Провайдер А,fiber,50,50
VKO-ULA-029,ULA,"КГУ ""Комплекс СШ-детский сад имени И. Айтыкова""","с. Таргын, Нургалиева 22",82.834756,49.495180,Провайдер Б,adsl,20,1
VKO-ULA-030,ULA,"КГУ ""Тройницкая основная школа""","с. Тройницкое, Средняя 1",81.749602,49.932127,Провайдер Б,radio,10,10
VKO-ULA-031,ULA,"КГУ ""Комплекс Украинская средняя школа-детский сад""","с. Украинка, Школьная 24",82.416958,50.022053,Провайдер Б,adsl,20,1
VKO-ULA-032,ULA,"КГУ ""СШ имени С.Аманжолова""","с. Уланское, Аманжолова 36/2",82.222360,49.741340,Провайдер Б,adsl,20,1
VKO-UNR-001,UNR,"КГУ ""Ново-Хайрузовская СШ""","с. Ново-Хайрузовка, Мұхтар Әуезов 2",84.344997,49.259951,Провайдер Б,adsl,20,1
VKO-UNR-002,UNR,"КГУ ""Новополяковская СШ""","с. Новополяковка, Абая 27",84.692720,49.479418,Провайдер В,satellite,10,2
VKO-UNR-003,UNR,"КГУ ""Алтынбельская средняя школа""","с. Алтынбел, Абая 1",84.859993,49.202200,Провайдер В,satellite,10,2
VKO-UNR-004,UNR,"КГУ ""Балгынская основная средняя школа""","с. Балгын, Школьная 1",84.559001,49.148474,Провайдер В,satellite,10,2
VKO-UNR-005,UNR,"КГУ ""Жулдузская ОСШ""","с. Жулдыз, Мектеп 1",84.582284,49.177794,Провайдер В,satellite,10,2
VKO-UNR-006,UNR,"КГУ ""Кокбастауская средняя школа""","с. Кокбастау, Абая 1",84.661747,49.198892,Провайдер В,satellite,10,2
VKO-UNR-007,UNR,"КГУ ""Коктерекская СШ""","с. Коктерек, Кусметова 36",84.473188,49.112366,Провайдер В,satellite,10,2
VKO-UNR-008,UNR,"КГУ ""Майемерская СШ""","с. Майемер, Тайбуга Батыр 1",84.976781,49.177956,Провайдер В,satellite,10,2
VKO-UNR-009,UNR,"КГУ ""Малонарымская СШ""","с. Мало Нарымка, Тәуелсіздік 1",84.740122,49.257694,Провайдер В,satellite,10,2
VKO-UNR-010,UNR,"КГУ ""Сенновская ОСШ""","с. Сенное, Тәуелсіздік 10",84.513691,49.214395,Провайдер В,satellite,10,2
VKO-UNR-011,UNR,"КГУ ""Солдатовская СШ""","с. Солдатово, Тәуелсіздік 5",85.074971,49.216360,Провайдер В,satellite,10,2
VKO-UNR-012,UNR,"КГУ ""Солоновская средняя школа""","с. Солоновка, Капышева 33",84.754796,49.302303,Провайдер В,satellite,10,2
VKO-UNR-013,UNR,"КГУ ""Средняя школа им.К.Дамитова""","с. Улкен Нарын, Гагарина 20/А",84.508260,49.216642,Провайдер А,fiber,50,50
VKO-UNR-014,UNR,"КГУ ""Улкен Нарынская СШ""","с. Улкен Нарын, Шулятикова 64",84.503851,49.212182,Провайдер А,fiber,50,50
VKO-UNR-015,UNR,"КГУ ""Улкен Нарынский сельский лицей""","с. Улкен Нарын, Амангелды 70",84.503938,49.212442,Провайдер Б,adsl,20,1
VKO-UNR-016,UNR,"КГУ ""Уштобинская основная средняя школа""","с. Уштобе, Тоқтарова 3",84.824525,49.185577,Провайдер В,satellite,10,2
VKO-SHE-001,SHE,КГУ «Комплекс общеобразовательная средняя школа-ясли-детский сад №5 имени Ахмета Байтурсынова»,"г. Шемонаиха, Аврора 2",81.932649,50.633831,Провайдер А,fiber,100,100
VKO-SHE-002,SHE,КГУ «Общеобразовательная средняя школа №3 имени Ю.А.Гагарина»,"г. Шемонаиха, Жукова 4",81.937192,50.628038,Провайдер А,fiber,100,100
VKO-SHE-003,SHE,КГУ «Общеобразовательная средняя школа №4 имени Шакарима»,"г. Шемонаиха, Серикказы Бекбосынова 5",81.877639,50.622465,Провайдер А,fiber,100,100
VKO-SHE-004,SHE,КГУ «Общеобразовательная средняя школа-гимназия №1 имени Н.А.Островского»,"г. Шемонаиха, ЧАПАЕВА 44",81.912163,50.637519,Провайдер А,fiber,100,100
VKO-SHE-005,SHE,"Частная школа, г. Шемонаиха, микрорайон 3 7","г. Шемонаиха, микрорайон 3 7",81.935853,50.626964,Провайдер А,fiber,100,100
VKO-SHE-006,SHE,КГУ «Убинская общеобразовательная средняя школа»,"с. Новая Убинка, Новошкольная 2",81.734488,50.319865,Провайдер Б,radio,10,10
VKO-SHE-007,SHE,КГУ «Ново-Ильинская основная средняя школа»,"с. Ново-Ильинка, Центральная 92",82.010727,50.338499,Провайдер Б,radio,10,10
VKO-SHE-008,SHE,КГУ «Барашевская основная средняя школа»,"с. Барашки, Целинная 8",81.977396,50.225776,Провайдер Б,radio,10,10
VKO-SHE-009,SHE,КГУ «Большереченская общеобразовательная средняя школа»,"с. Большая речка, Школьная 20",82.371294,50.594651,Провайдер Б,radio,10,10
VKO-SHE-010,SHE,"КГУ ""Верх-Убинская средняя школа""","с. Верх-Уба, Школьная 4/1",82.417678,50.478563,Провайдер Б,adsl,20,1
VKO-SHE-011,SHE,КГУ «Общеобразовательная средняя школа имени Мухтара Ауэзова»,"с. Волчанка, Победы 1",82.143536,50.566890,Провайдер Б,adsl,20,1
VKO-SHE-012,SHE,КГУ «Выдрихинский комплекс общеобразовательная средняя школа-детский сад имени А.С.Иванова»,"с. Выдриха, А.С. Иванова 2",82.171952,50.515998,Провайдер Б,adsl,20,1
VKO-SHE-013,SHE,КГУ «Зевакинский комплекс общеобразовательная средняя школа-детский сад»,"с. Зевакино, ЛЕНИНА 72",81.871824,50.227271,Провайдер Б,adsl,20,1
VKO-SHE-014,SHE,КГУ «Камышинский комплекс общеобразовательная средняя школа-детский сад»,"с. Камышинка, Лазо 23",81.798439,50.570727,Провайдер Б,adsl,20,1
